# Residuals     
# Time          	p               	Ux              	Uz              	e               	k               	omega           
0               	N/A	N/A	N/A	N/A	N/A
0.06182         	8.99473384e-04	8.24374627e-04	8.55371487e-04	1.08970166e-03	1.66954205e-04	5.26692939e-05
0.06184         	9.03889793e-04	8.17749710e-04	8.56067637e-04	1.08652854e-03	1.66686748e-04	5.23715330e-05
0.06186         	9.07789623e-04	8.11982422e-04	8.57168924e-04	1.08373283e-03	1.66522828e-04	5.22174122e-05
0.06188         	9.11486286e-04	8.06877237e-04	8.59498448e-04	1.07915142e-03	1.66510815e-04	5.20390393e-05
0.0619          	9.14494669e-04	8.01687101e-04	8.62524737e-04	1.07488504e-03	1.66199552e-04	5.17647153e-05
0.06192         	9.16823720e-04	7.96866126e-04	8.66131044e-04	1.07145090e-03	1.65852538e-04	5.14939409e-05
0.06194         	9.19352819e-04	7.92362639e-04	8.69609443e-04	1.06733497e-03	1.65566225e-04	5.13168237e-05
0.06196         	9.21898068e-04	7.88332927e-04	8.71790618e-04	1.06426874e-03	1.65254477e-04	5.11351574e-05
0.06198         	9.24078574e-04	7.85381520e-04	8.73992403e-04	1.06250384e-03	1.64823644e-04	5.09013841e-05
0.062           	9.26223593e-04	7.82978075e-04	8.76541569e-04	1.06217129e-03	1.64330790e-04	5.07151469e-05
0.06202         	9.28293209e-04	7.81155674e-04	8.79693006e-04	1.06176167e-03	1.63846002e-04	5.05383695e-05
0.06204         	9.29909589e-04	7.79699454e-04	8.78957587e-04	1.06142565e-03	1.63359366e-04	5.03789143e-05
0.06206         	9.31153635e-04	7.79248794e-04	8.79070822e-04	1.06052069e-03	1.62849141e-04	5.02702215e-05
0.06208         	9.31531036e-04	7.79525835e-04	8.80435496e-04	1.05940449e-03	1.62399922e-04	5.01209673e-05
0.0621          	9.30896615e-04	7.80484690e-04	8.82703381e-04	1.05760544e-03	1.61901144e-04	4.99735600e-05
0.06212         	9.30019945e-04	7.83027670e-04	8.85074398e-04	1.05688345e-03	1.61217371e-04	4.98047644e-05
0.06214         	9.28867569e-04	7.86220615e-04	8.89109404e-04	1.05599591e-03	1.60190057e-04	4.95708060e-05
0.06216         	9.27237041e-04	7.90008584e-04	8.91686055e-04	1.05535180e-03	1.59322822e-04	4.93753435e-05
0.06218         	9.25083418e-04	7.94765907e-04	8.93235403e-04	1.05358256e-03	1.58607813e-04	4.91742681e-05
0.0622          	9.23240965e-04	7.97593429e-04	8.94533919e-04	1.04739837e-03	1.57873509e-04	4.89660136e-05
0.06222         	9.21401153e-04	8.01475340e-04	8.93522285e-04	1.04442618e-03	1.57149061e-04	4.87560536e-05
0.06224         	9.20885294e-04	8.07168459e-04	8.91437573e-04	1.04246903e-03	1.56581654e-04	4.85347782e-05
0.06226         	9.19949891e-04	8.13612511e-04	8.89507219e-04	1.04006540e-03	1.56030183e-04	4.83317482e-05
0.06228         	9.19362703e-04	8.20639018e-04	8.89114639e-04	1.03773568e-03	1.55453808e-04	4.82067139e-05
0.0623          	9.19235145e-04	8.28005141e-04	8.89051265e-04	1.03603536e-03	1.54873290e-04	4.80729947e-05
0.06232         	9.19091731e-04	8.36357763e-04	8.88401575e-04	1.03450135e-03	1.54285253e-04	4.79174824e-05
0.06234         	9.19369781e-04	8.45316687e-04	8.88054839e-04	1.03350866e-03	1.53730645e-04	4.78280913e-05
0.06236         	9.19445797e-04	8.54557839e-04	8.91256772e-04	1.03268663e-03	1.53183652e-04	4.77082183e-05
0.06238         	9.19593108e-04	8.64365170e-04	8.94730505e-04	1.03208488e-03	1.52713040e-04	4.75863000e-05
0.0624          	9.19869622e-04	8.74578962e-04	8.99428899e-04	1.03180880e-03	1.52185147e-04	4.75073776e-05
0.06242         	9.19692939e-04	8.84711652e-04	9.03971336e-04	1.03158500e-03	1.51460297e-04	4.74079340e-05
0.06244         	9.19927045e-04	8.94618457e-04	9.08309300e-04	1.03141164e-03	1.50665293e-04	4.72681611e-05
0.06246         	9.19788976e-04	9.03063929e-04	9.11689057e-04	1.03058551e-03	1.49800372e-04	4.71984438e-05
0.06248         	9.19353874e-04	9.10550768e-04	9.18095743e-04	1.03029740e-03	1.48972689e-04	4.71494275e-05
0.0625          	9.18757228e-04	9.17134415e-04	9.23420897e-04	1.03140279e-03	1.48322675e-04	4.70176299e-05
0.06252         	9.18210508e-04	9.23283334e-04	9.26865485e-04	1.03433887e-03	1.47805902e-04	4.68805216e-05
0.06254         	9.17272388e-04	9.28702668e-04	9.27317051e-04	1.03716007e-03	1.47207874e-04	4.67913229e-05
0.06256         	9.17369467e-04	9.33383193e-04	9.26429044e-04	1.04053776e-03	1.46577346e-04	4.67650233e-05
0.06258         	9.18823486e-04	9.36934075e-04	9.25597459e-04	1.04395929e-03	1.46009222e-04	4.67022437e-05
0.0626          	9.19575934e-04	9.37556078e-04	9.23555196e-04	1.04510599e-03	1.45582257e-04	4.66325576e-05
0.06262         	9.19481086e-04	9.35213182e-04	9.21441830e-04	1.04175902e-03	1.45122143e-04	4.65530825e-05
0.06264         	9.20407902e-04	9.32874619e-04	9.19488835e-04	1.03987471e-03	1.44488051e-04	4.64806950e-05
0.06266         	9.20913135e-04	9.30826812e-04	9.17306827e-04	1.03753482e-03	1.43949625e-04	4.63598764e-05
0.06268         	9.20039940e-04	9.26734130e-04	9.15214337e-04	1.03302015e-03	1.43639557e-04	4.62181485e-05
0.0627          	9.19194424e-04	9.21337658e-04	9.13330135e-04	1.02686248e-03	1.43292106e-04	4.60386370e-05
0.06272         	9.18520016e-04	9.16637659e-04	9.11933049e-04	1.02168672e-03	1.42930062e-04	4.58888210e-05
0.06274         	9.18263078e-04	9.12054935e-04	9.11572122e-04	1.01754357e-03	1.42767420e-04	4.57049449e-05
0.06276         	9.17294935e-04	9.07663260e-04	9.12923353e-04	1.01456563e-03	1.42491479e-04	4.55711047e-05
0.06278         	9.15256434e-04	9.01790477e-04	9.15665471e-04	1.00999161e-03	1.42223064e-04	4.54850041e-05
0.0628          	9.13974123e-04	8.96888367e-04	9.17640688e-04	1.00800702e-03	1.41851126e-04	4.53358663e-05
0.06282         	9.13475775e-04	8.91177461e-04	9.21802546e-04	1.01022842e-03	1.41257271e-04	4.51350841e-05
0.06284         	9.13879300e-04	8.86314891e-04	9.25898234e-04	1.01413503e-03	1.40697916e-04	4.49941275e-05
0.06286         	9.14395295e-04	8.82000344e-04	9.29009430e-04	1.01912105e-03	1.40063557e-04	4.48230868e-05
0.06288         	9.14769315e-04	8.77975992e-04	9.32059831e-04	1.02416812e-03	1.39465789e-04	4.46883385e-05
0.0629          	9.15450736e-04	8.75727380e-04	9.32410134e-04	1.02874200e-03	1.38678502e-04	4.46177090e-05
0.06292         	9.16814661e-04	8.74317934e-04	9.29896396e-04	1.03257185e-03	1.37550859e-04	4.45392828e-05
0.06294         	9.18206623e-04	8.71716015e-04	9.27179032e-04	1.03482057e-03	1.36500021e-04	4.45344588e-05
0.06296         	9.19717893e-04	8.67622001e-04	9.28091271e-04	1.03733801e-03	1.35543550e-04	4.46571254e-05
0.06298         	9.21861380e-04	8.62723154e-04	9.29834276e-04	1.03974316e-03	1.34700187e-04	4.47977859e-05
0.063           	9.25080243e-04	8.56948168e-04	9.31919460e-04	1.04277563e-03	1.33954366e-04	4.51184063e-05
0.06302         	9.27787753e-04	8.50374008e-04	9.34006136e-04	1.04359612e-03	1.33203833e-04	4.54348643e-05
0.06304         	9.29363951e-04	8.43331848e-04	9.34388320e-04	1.04190127e-03	1.32389353e-04	4.54559816e-05
0.06306         	9.31667302e-04	8.38787924e-04	9.32181108e-04	1.04138835e-03	1.31608745e-04	4.55280725e-05
0.06308         	9.34063977e-04	8.34548739e-04	9.29648430e-04	1.04014621e-03	1.30955779e-04	4.56652632e-05
0.0631          	9.37368545e-04	8.31384696e-04	9.28370167e-04	1.04015039e-03	1.30387900e-04	4.56756666e-05
0.06312         	9.40310699e-04	8.27748343e-04	9.28404060e-04	1.03900145e-03	1.29725494e-04	4.57596817e-05
0.06314         	9.43357032e-04	8.24485069e-04	9.29081924e-04	1.03826584e-03	1.29222079e-04	4.59376447e-05
0.06316         	9.46716794e-04	8.22109600e-04	9.30087037e-04	1.03533307e-03	1.28644830e-04	4.58855340e-05
0.06318         	9.50762381e-04	8.21218297e-04	9.33721797e-04	1.03444669e-03	1.28131238e-04	4.58275795e-05
0.0632          	9.54194982e-04	8.20741277e-04	9.38473102e-04	1.03314102e-03	1.27546084e-04	4.57757166e-05
0.06322         	9.56456949e-04	8.20902287e-04	9.44776288e-04	1.03044067e-03	1.26759284e-04	4.55907682e-05
0.06324         	9.59073984e-04	8.20607125e-04	9.51966958e-04	1.02837394e-03	1.26140637e-04	4.54322476e-05
0.06326         	9.62319073e-04	8.20611876e-04	9.58876734e-04	1.02526858e-03	1.25401026e-04	4.52745360e-05
0.06328         	9.65738855e-04	8.20022514e-04	9.66674443e-04	1.02058191e-03	1.24259008e-04	4.48418386e-05
0.0633          	9.70157356e-04	8.20871616e-04	9.75828971e-04	1.01543096e-03	1.23413320e-04	4.44863850e-05
0.06332         	9.73785988e-04	8.20318663e-04	9.85668375e-04	1.00916159e-03	1.22712660e-04	4.43261796e-05
0.06334         	9.77523536e-04	8.20651592e-04	9.95141184e-04	1.00634110e-03	1.21847423e-04	4.39771653e-05
0.06336         	9.81490022e-04	8.22196794e-04	1.00029433e-03	1.00448387e-03	1.21241140e-04	4.35537856e-05
0.06338         	9.85356595e-04	8.24985086e-04	1.00291659e-03	1.00200230e-03	1.20533843e-04	4.32380202e-05
0.0634          	9.89569895e-04	8.28576349e-04	1.00361801e-03	9.99675883e-04	1.19936692e-04	4.28600609e-05
0.06342         	9.93758246e-04	8.32851681e-04	1.00398003e-03	9.97063363e-04	1.19536700e-04	4.24632066e-05
0.06344         	9.98629056e-04	8.37862895e-04	1.00389261e-03	9.93805034e-04	1.19160018e-04	4.21241442e-05
0.06346         	1.00302403e-03	8.43379711e-04	1.00388051e-03	9.90589212e-04	1.18765198e-04	4.18114011e-05
0.06348         	1.00668851e-03	8.49620528e-04	1.00616653e-03	9.87299742e-04	1.18429962e-04	4.14601346e-05
0.0635          	1.00971079e-03	8.56759698e-04	1.00708460e-03	9.84428786e-04	1.18153545e-04	4.10989919e-05
0.06352         	1.01206177e-03	8.64081678e-04	1.00937468e-03	9.81438886e-04	1.17778276e-04	4.06442189e-05
0.06354         	1.01381097e-03	8.71006388e-04	1.01176098e-03	9.79713406e-04	1.17214261e-04	4.03230357e-05
0.06356         	1.01480189e-03	8.77219471e-04	1.01019339e-03	9.79152089e-04	1.16712744e-04	4.00894265e-05
0.06358         	1.01504576e-03	8.82301064e-04	1.00598096e-03	9.77875166e-04	1.16490117e-04	3.99104477e-05
0.0636          	1.01603310e-03	8.88066942e-04	9.99738127e-04	9.77085593e-04	1.16058103e-04	3.95875775e-05
0.06362         	1.01705157e-03	8.94503230e-04	9.93508042e-04	9.76891144e-04	1.15704689e-04	3.92901428e-05
0.06364         	1.01792718e-03	9.00633196e-04	9.87562124e-04	9.77495291e-04	1.15388158e-04	3.90728702e-05
0.06366         	1.01825054e-03	9.06526800e-04	9.81901415e-04	9.78859759e-04	1.15206843e-04	3.88606483e-05
0.06368         	1.01810519e-03	9.11839260e-04	9.78092970e-04	9.78825494e-04	1.15020717e-04	3.86319436e-05
0.0637          	1.01728719e-03	9.14359101e-04	9.74480618e-04	9.76544538e-04	1.14745931e-04	3.84478508e-05
0.06372         	1.01695382e-03	9.16814143e-04	9.71787848e-04	9.77555963e-04	1.14448516e-04	3.82781412e-05
0.06374         	1.01611974e-03	9.19487419e-04	9.69379864e-04	9.77838857e-04	1.13918411e-04	3.80655535e-05
0.06376         	1.01408801e-03	9.22014255e-04	9.67042704e-04	9.76782510e-04	1.12789799e-04	3.77324324e-05
0.06378         	1.01077217e-03	9.23670112e-04	9.64490407e-04	9.76242326e-04	1.11640301e-04	3.73970265e-05
0.0638          	1.00733883e-03	9.25379544e-04	9.63641833e-04	9.75664925e-04	1.10547736e-04	3.70797219e-05
0.06382         	1.00403710e-03	9.27253679e-04	9.63487706e-04	9.73714472e-04	1.09586024e-04	3.67699663e-05
0.06384         	1.00019851e-03	9.27825539e-04	9.63290145e-04	9.71220157e-04	1.08787609e-04	3.64618517e-05
0.06386         	9.96300248e-04	9.27912301e-04	9.63933522e-04	9.70620662e-04	1.07939860e-04	3.61311378e-05
0.06388         	9.91070636e-04	9.26893020e-04	9.65747780e-04	9.68105589e-04	1.07122196e-04	3.58932305e-05
0.0639          	9.85939036e-04	9.23770902e-04	9.67797758e-04	9.65117331e-04	1.06375204e-04	3.56584354e-05
0.06392         	9.80838901e-04	9.20579718e-04	9.69889411e-04	9.62569470e-04	1.05633006e-04	3.53937447e-05
0.06394         	9.75700340e-04	9.16850697e-04	9.72287477e-04	9.58048064e-04	1.04843932e-04	3.51398728e-05
0.06396         	9.70482827e-04	9.14402433e-04	9.74668497e-04	9.54974888e-04	1.04030800e-04	3.48957540e-05
0.06398         	9.65722059e-04	9.11619179e-04	9.75174471e-04	9.48305437e-04	1.03351576e-04	3.46425484e-05
0.064           	9.61894348e-04	9.10122408e-04	9.75761364e-04	9.40993466e-04	1.02473273e-04	3.43598671e-05
0.06402         	9.58555635e-04	9.08513552e-04	9.78297543e-04	9.32687895e-04	1.01652766e-04	3.40675959e-05
0.06404         	9.55374831e-04	9.05151057e-04	9.82376834e-04	9.25691882e-04	1.00809813e-04	3.37745184e-05
0.06406         	9.52523970e-04	9.00500020e-04	9.85400912e-04	9.18459440e-04	1.00023790e-04	3.34778055e-05
0.06408         	9.49977600e-04	8.93043784e-04	9.88333648e-04	9.09807379e-04	9.93093682e-05	3.31750361e-05
0.0641          	9.47973070e-04	8.85982681e-04	9.91800815e-04	9.05775614e-04	9.85928191e-05	3.28878458e-05
0.06412         	9.46758110e-04	8.79856666e-04	9.95054095e-04	9.03021560e-04	9.79721324e-05	3.25946867e-05
0.06414         	9.47260375e-04	8.73917530e-04	9.96980377e-04	9.01560824e-04	9.73498285e-05	3.23086452e-05
0.06416         	9.48427880e-04	8.68110044e-04	9.98528604e-04	8.99515239e-04	9.67235361e-05	3.20542302e-05
0.06418         	9.49949957e-04	8.62366854e-04	1.00147485e-03	8.98421809e-04	9.60803691e-05	3.17982920e-05
0.0642          	9.52884919e-04	8.57181518e-04	1.00520767e-03	8.98111997e-04	9.54611057e-05	3.15832629e-05
0.06422         	9.55766925e-04	8.51843251e-04	1.01037898e-03	8.95482221e-04	9.48715439e-05	3.13714791e-05
0.06424         	9.59262141e-04	8.49089200e-04	1.01239910e-03	8.93554734e-04	9.43621885e-05	3.11668587e-05
0.06426         	9.63441995e-04	8.47690188e-04	1.01462475e-03	8.94642348e-04	9.38272407e-05	3.09710685e-05
0.06428         	9.68173541e-04	8.46838799e-04	1.01639165e-03	8.97324005e-04	9.32629907e-05	3.08411083e-05
0.0643          	9.72721682e-04	8.44689518e-04	1.01865926e-03	8.98161202e-04	9.27694118e-05	3.07043495e-05
0.06432         	9.76990045e-04	8.41587890e-04	1.02078377e-03	8.97248070e-04	9.25006971e-05	3.05321534e-05
0.06434         	9.81975224e-04	8.38807427e-04	1.02281499e-03	8.99880225e-04	9.22185572e-05	3.03627497e-05
0.06436         	9.87131955e-04	8.35347356e-04	1.02674727e-03	9.04172515e-04	9.19240425e-05	3.01865545e-05
0.06438         	9.92062074e-04	8.32722434e-04	1.02893810e-03	9.09424459e-04	9.17071102e-05	3.00018136e-05
0.0644          	9.97309398e-04	8.31695682e-04	1.03006208e-03	9.16508890e-04	9.15153954e-05	2.98080596e-05
0.06442         	1.00334304e-03	8.30994871e-04	1.02731314e-03	9.22360821e-04	9.13509099e-05	2.96497449e-05
0.06444         	1.01095419e-03	8.31744275e-04	1.02213099e-03	9.28181321e-04	9.12498185e-05	2.95107172e-05
0.06446         	1.01813784e-03	8.30258690e-04	1.01817984e-03	9.31672797e-04	9.11315343e-05	2.93636004e-05
0.06448         	1.02520844e-03	8.26254360e-04	1.01791768e-03	9.31965334e-04	9.10140776e-05	2.92447643e-05
0.0645          	1.03185034e-03	8.22863792e-04	1.01923666e-03	9.33558701e-04	9.09894688e-05	2.91271857e-05
0.06452         	1.03853663e-03	8.20203339e-04	1.02187618e-03	9.32740323e-04	9.11051290e-05	2.90106033e-05
0.06454         	1.04382525e-03	8.18887422e-04	1.02516907e-03	9.28774008e-04	9.10907695e-05	2.88142713e-05
0.06456         	1.04778491e-03	8.18916263e-04	1.02618039e-03	9.22062648e-04	9.10936167e-05	2.86079456e-05
0.06458         	1.05061356e-03	8.20518739e-04	1.02630490e-03	9.15814878e-04	9.12182193e-05	2.84937426e-05
0.0646          	1.05344806e-03	8.23361352e-04	1.02520139e-03	9.10698801e-04	9.15514945e-05	2.85004239e-05
0.06462         	1.05637800e-03	8.27564660e-04	1.02570520e-03	9.05903178e-04	9.18524342e-05	2.84759744e-05
0.06464         	1.05861634e-03	8.32723647e-04	1.02568239e-03	9.01886180e-04	9.20500686e-05	2.84582993e-05
0.06466         	1.06047548e-03	8.38108965e-04	1.02465979e-03	8.97730202e-04	9.14760921e-05	2.83220014e-05
0.06468         	1.06255239e-03	8.44316140e-04	1.02209423e-03	8.93321112e-04	9.08584882e-05	2.81429218e-05
0.0647          	1.06468012e-03	8.50779307e-04	1.01742943e-03	8.88855503e-04	9.06196906e-05	2.80339667e-05
0.06472         	1.06686043e-03	8.57220854e-04	1.01312287e-03	8.85119448e-04	9.04759466e-05	2.79769745e-05
0.06474         	1.06809961e-03	8.63918715e-04	1.01001582e-03	8.82385379e-04	9.05153732e-05	2.79817752e-05
0.06476         	1.06917133e-03	8.70867699e-04	1.00562418e-03	8.81179617e-04	9.06153782e-05	2.80159383e-05
0.06478         	1.06975361e-03	8.77955415e-04	9.99896648e-04	8.78841567e-04	9.05682190e-05	2.79714105e-05
0.0648          	1.06971024e-03	8.84563684e-04	9.95834665e-04	8.76098716e-04	9.00670683e-05	2.78552540e-05
0.06482         	1.06943400e-03	8.89329199e-04	9.92995641e-04	8.73753985e-04	8.96491113e-05	2.78048022e-05
0.06484         	1.06853176e-03	8.93080434e-04	9.91565135e-04	8.72970145e-04	8.92373113e-05	2.77802101e-05
0.06486         	1.06683214e-03	8.96018365e-04	9.90708787e-04	8.72179208e-04	8.88569221e-05	2.77586395e-05
0.06488         	1.06557442e-03	8.97899381e-04	9.89439579e-04	8.70822636e-04	8.84831661e-05	2.76685715e-05
0.0649          	1.06447553e-03	8.99528149e-04	9.88477227e-04	8.71055456e-04	8.81565900e-05	2.75590924e-05
0.06492         	1.06342351e-03	9.01602944e-04	9.86531077e-04	8.72003936e-04	8.78677928e-05	2.74475608e-05
0.06494         	1.06207229e-03	9.02421127e-04	9.83538239e-04	8.71964525e-04	8.76575316e-05	2.72805854e-05
0.06496         	1.06049309e-03	9.01196484e-04	9.81991100e-04	8.71870582e-04	8.76272984e-05	2.71745157e-05
0.06498         	1.05871926e-03	8.99909162e-04	9.80911605e-04	8.73072215e-04	8.78714722e-05	2.71057291e-05
0.065           	1.05619712e-03	8.98524666e-04	9.79905237e-04	8.74403831e-04	8.78630980e-05	2.70431624e-05
0.06502         	1.05337253e-03	8.96903285e-04	9.78897934e-04	8.75864424e-04	8.77110741e-05	2.69545480e-05
0.06504         	1.05034983e-03	8.96298053e-04	9.79302656e-04	8.77055939e-04	8.75358556e-05	2.68864207e-05
0.06506         	1.04714875e-03	8.97406791e-04	9.82491607e-04	8.81618341e-04	8.73468531e-05	2.68531375e-05
0.06508         	1.04316773e-03	8.99258097e-04	9.87155901e-04	8.82642330e-04	8.71425112e-05	2.68071546e-05
0.0651          	1.03824340e-03	9.02301040e-04	9.88644767e-04	8.84569139e-04	8.69191281e-05	2.67503377e-05
0.06512         	1.03365908e-03	9.06459354e-04	9.91018258e-04	8.87436693e-04	8.67160806e-05	2.67079567e-05
0.06514         	1.02707550e-03	9.08423783e-04	9.93969458e-04	8.84601891e-04	8.64881071e-05	2.66709419e-05
0.06516         	1.01974557e-03	9.06739078e-04	9.94561194e-04	8.77991429e-04	8.62126189e-05	2.66176437e-05
0.06518         	1.01361049e-03	9.06179236e-04	9.94843703e-04	8.72205312e-04	8.59337284e-05	2.65729712e-05
0.0652          	1.00862914e-03	9.05584823e-04	9.95653798e-04	8.71551806e-04	8.57599260e-05	2.65188567e-05
0.06522         	1.00471984e-03	9.04426817e-04	9.96529067e-04	8.69891176e-04	8.55387940e-05	2.64495331e-05
0.06524         	1.00236227e-03	9.01385971e-04	9.95702120e-04	8.68417229e-04	8.53137042e-05	2.63535563e-05
0.06526         	1.00038124e-03	8.99146253e-04	9.95155962e-04	8.68652566e-04	8.51271261e-05	2.62453082e-05
0.06528         	9.98773244e-04	8.97382963e-04	9.94985838e-04	8.69563150e-04	8.49158839e-05	2.61102215e-05
0.0653          	9.97962432e-04	8.96032511e-04	9.94466406e-04	8.69449758e-04	8.46784023e-05	2.59827790e-05
0.06532         	9.97936416e-04	8.94998559e-04	9.92918582e-04	8.70913743e-04	8.43914144e-05	2.58485732e-05
0.06534         	9.97654079e-04	8.94228376e-04	9.91422243e-04	8.70766940e-04	8.40193912e-05	2.56988040e-05
0.06536         	9.98078954e-04	8.93536477e-04	9.89666890e-04	8.67765150e-04	8.36814963e-05	2.55687610e-05
0.06538         	9.99358106e-04	8.93085677e-04	9.88650818e-04	8.63416309e-04	8.34400446e-05	2.54399315e-05
0.0654          	1.00155992e-03	8.93660571e-04	9.87609758e-04	8.58992635e-04	8.31474995e-05	2.53201092e-05
0.06542         	1.00341760e-03	8.93204678e-04	9.86042658e-04	8.53832919e-04	8.28167884e-05	2.52171055e-05
0.06544         	1.00534521e-03	8.92626524e-04	9.82327204e-04	8.50292479e-04	8.26264215e-05	2.51036492e-05
0.06546         	1.00741218e-03	8.92949818e-04	9.77349884e-04	8.46162203e-04	8.24654221e-05	2.49719589e-05
0.06548         	1.00968865e-03	8.92481403e-04	9.72881427e-04	8.43020971e-04	8.23071021e-05	2.48479718e-05
0.0655          	1.01274881e-03	8.91297456e-04	9.70329229e-04	8.42111910e-04	8.21615693e-05	2.47435005e-05
0.06552         	1.01581267e-03	8.90430875e-04	9.68596990e-04	8.42445455e-04	8.20470699e-05	2.46792635e-05
0.06554         	1.01839537e-03	8.87717279e-04	9.67113307e-04	8.40317231e-04	8.20006957e-05	2.46376151e-05
0.06556         	1.02086736e-03	8.83181964e-04	9.65641575e-04	8.36499174e-04	8.19315920e-05	2.45981210e-05
0.06558         	1.02393068e-03	8.79303423e-04	9.66347758e-04	8.34894010e-04	8.18474014e-05	2.45399583e-05
0.0656          	1.02665174e-03	8.76298164e-04	9.65954613e-04	8.31705236e-04	8.17796033e-05	2.45001707e-05
0.06562         	1.02898544e-03	8.71588830e-04	9.67209651e-04	8.26132770e-04	8.17312185e-05	2.44788402e-05
0.06564         	1.03176832e-03	8.68228605e-04	9.66234504e-04	8.21680191e-04	8.16860136e-05	2.44431607e-05
0.06566         	1.03512234e-03	8.66015537e-04	9.64705932e-04	8.18479747e-04	8.18172898e-05	2.44287635e-05
0.06568         	1.03878545e-03	8.63240926e-04	9.63289825e-04	8.15552335e-04	8.23554291e-05	2.44868375e-05
0.0657          	1.04132360e-03	8.58769439e-04	9.61992663e-04	8.13544104e-04	8.25317858e-05	2.44538396e-05
0.06572         	1.04453997e-03	8.55063721e-04	9.61219324e-04	8.16245793e-04	8.24451849e-05	2.42953509e-05
0.06574         	1.04782515e-03	8.52004867e-04	9.60661924e-04	8.19860413e-04	8.25407836e-05	2.41859562e-05
0.06576         	1.05183996e-03	8.49161028e-04	9.60774173e-04	8.23355469e-04	8.28656722e-05	2.41624559e-05
0.06578         	1.05700840e-03	8.47470681e-04	9.60379131e-04	8.27723138e-04	8.34381709e-05	2.41803938e-05
0.0658          	1.06194810e-03	8.47164734e-04	9.61619898e-04	8.32349323e-04	8.36294826e-05	2.41543391e-05
0.06582         	1.06715839e-03	8.45111165e-04	9.63844880e-04	8.37563989e-04	8.35621183e-05	2.41301844e-05
0.06584         	1.07182905e-03	8.41467867e-04	9.66115694e-04	8.41092174e-04	8.35463286e-05	2.40650588e-05
0.06586         	1.07708701e-03	8.39830462e-04	9.70187335e-04	8.42820392e-04	8.30690259e-05	2.39519781e-05
0.06588         	1.08271155e-03	8.39679179e-04	9.73770341e-04	8.44428936e-04	8.29720334e-05	2.39049245e-05
0.0659          	1.08739023e-03	8.39887053e-04	9.76972918e-04	8.45289999e-04	8.29761420e-05	2.38513643e-05
0.06592         	1.09134517e-03	8.40586457e-04	9.77738993e-04	8.45656277e-04	8.30528088e-05	2.38275415e-05
0.06594         	1.09513214e-03	8.42031616e-04	9.77223890e-04	8.46151290e-04	8.29342100e-05	2.38353507e-05
0.06596         	1.09888092e-03	8.43888845e-04	9.78723298e-04	8.47326607e-04	8.22573947e-05	2.37561745e-05
0.06598         	1.10152080e-03	8.46562221e-04	9.81452508e-04	8.47258107e-04	8.17436722e-05	2.36888481e-05
0.066           	1.10362222e-03	8.48698593e-04	9.85678436e-04	8.44595073e-04	8.11560234e-05	2.35563650e-05
0.06602         	1.10615817e-03	8.51579893e-04	9.89342810e-04	8.42380111e-04	8.04606025e-05	2.33492876e-05
0.06604         	1.10805672e-03	8.54837561e-04	9.90955850e-04	8.39480094e-04	7.99918143e-05	2.31588426e-05
0.06606         	1.10944882e-03	8.58698176e-04	9.92232277e-04	8.37231800e-04	7.98296991e-05	2.30671668e-05
0.06608         	1.10977209e-03	8.63189386e-04	9.92336768e-04	8.35922963e-04	7.97164087e-05	2.30377596e-05
0.0661          	1.10988121e-03	8.67930647e-04	9.91129216e-04	8.34889066e-04	7.98479094e-05	2.30409036e-05
0.06612         	1.10915431e-03	8.74284095e-04	9.90258878e-04	8.34506840e-04	7.97923341e-05	2.30097009e-05
0.06614         	1.10860987e-03	8.81306535e-04	9.90228948e-04	8.32883176e-04	7.96972843e-05	2.29688785e-05
0.06616         	1.10690894e-03	8.89228142e-04	9.90632500e-04	8.31672136e-04	7.98681650e-05	2.29901824e-05
0.06618         	1.10467205e-03	8.97200429e-04	9.91142029e-04	8.29791474e-04	7.99577006e-05	2.29355310e-05
0.0662          	1.10180122e-03	9.03858007e-04	9.89589655e-04	8.26628022e-04	7.96508353e-05	2.27786975e-05
0.06622         	1.09796389e-03	9.08158664e-04	9.89901290e-04	8.22142228e-04	7.92710724e-05	2.25857202e-05
0.06624         	1.09453547e-03	9.11253501e-04	9.89524999e-04	8.18642586e-04	7.88835009e-05	2.24123353e-05
0.06626         	1.09165480e-03	9.14026228e-04	9.87478668e-04	8.16679974e-04	7.84968874e-05	2.22851043e-05
0.06628         	1.08895897e-03	9.16236776e-04	9.85922036e-04	8.17567262e-04	7.80617446e-05	2.21560737e-05
0.0663          	1.08601236e-03	9.18343102e-04	9.80907683e-04	8.19174209e-04	7.75885684e-05	2.20474423e-05
0.06632         	1.08150187e-03	9.16822919e-04	9.76567308e-04	8.16767599e-04	7.72454511e-05	2.20723306e-05
0.06634         	1.07697482e-03	9.13759340e-04	9.73400594e-04	8.13483477e-04	7.68638671e-05	2.21032704e-05
0.06636         	1.07295989e-03	9.09929305e-04	9.70779810e-04	8.10794020e-04	7.64611454e-05	2.21295110e-05
0.06638         	1.06850645e-03	9.06631197e-04	9.68429632e-04	8.07339577e-04	7.60234831e-05	2.21606954e-05
0.0664          	1.06356694e-03	9.04052830e-04	9.65015608e-04	8.02939661e-04	7.55679947e-05	2.21730376e-05
0.06642         	1.05833027e-03	9.01556170e-04	9.60818502e-04	7.99856673e-04	7.51925338e-05	2.21508304e-05
0.06644         	1.05423980e-03	8.98742444e-04	9.55923721e-04	7.98697159e-04	7.50205732e-05	2.20905324e-05
