# Residuals     
# Time          	p               	Ux              	Uz              	e               	k               	omega           
0               	N/A	N/A	N/A	N/A	N/A
0.04442         	3.10485928e-04	4.42659744e-04	6.05192735e-04	4.50533438e-04	1.33895919e-05	5.75512970e-06
0.04444         	3.11318088e-04	4.43780784e-04	6.06181919e-04	4.50972597e-04	1.33359130e-05	5.73370742e-06
0.04446         	3.12242907e-04	4.45078164e-04	6.07996969e-04	4.51888363e-04	1.32643911e-05	5.70949663e-06
0.04448         	3.13226482e-04	4.46467937e-04	6.10825773e-04	4.53611947e-04	1.31899906e-05	5.68518028e-06
0.0445          	3.14206476e-04	4.47820254e-04	6.14042421e-04	4.55030259e-04	1.31044380e-05	5.66034994e-06
0.04452         	3.15197453e-04	4.48935244e-04	6.17424836e-04	4.56177985e-04	1.30248611e-05	5.63530577e-06
0.04454         	3.16174440e-04	4.49992154e-04	6.20844437e-04	4.57025707e-04	1.29425616e-05	5.60944258e-06
0.04456         	3.17173460e-04	4.51016226e-04	6.24501477e-04	4.58110410e-04	1.28573543e-05	5.58209641e-06
0.04458         	3.18114596e-04	4.51882901e-04	6.28012685e-04	4.59011173e-04	1.27713207e-05	5.55663653e-06
0.0446          	3.19228497e-04	4.52614291e-04	6.31604568e-04	4.59839222e-04	1.26828745e-05	5.53512022e-06
0.04462         	3.20385392e-04	4.53417183e-04	6.34903045e-04	4.60643118e-04	1.25841515e-05	5.51567193e-06
0.04464         	3.21555612e-04	4.54272251e-04	6.39013443e-04	4.61472932e-04	1.24838705e-05	5.49383387e-06
0.04466         	3.22728876e-04	4.55257666e-04	6.43291822e-04	4.62284277e-04	1.23736800e-05	5.46700900e-06
0.04468         	3.24073028e-04	4.56580344e-04	6.48385523e-04	4.62605019e-04	1.22540515e-05	5.43820380e-06
0.0447          	3.25454938e-04	4.57899527e-04	6.53418653e-04	4.63038923e-04	1.21366765e-05	5.40987963e-06
0.04472         	3.26902857e-04	4.59138090e-04	6.57939368e-04	4.63432246e-04	1.20373258e-05	5.38427119e-06
0.04474         	3.28358058e-04	4.60526611e-04	6.61484952e-04	4.64657577e-04	1.19566949e-05	5.35760622e-06
0.04476         	3.29737011e-04	4.62076995e-04	6.64868394e-04	4.65613861e-04	1.18898166e-05	5.33079345e-06
0.04478         	3.31230026e-04	4.63983060e-04	6.67819160e-04	4.66765361e-04	1.18552656e-05	5.30385207e-06
0.0448          	3.32707483e-04	4.65798671e-04	6.70831997e-04	4.67427992e-04	1.18388070e-05	5.27809483e-06
0.04482         	3.34087204e-04	4.66804756e-04	6.74684811e-04	4.68083859e-04	1.18363897e-05	5.25845064e-06
0.04484         	3.35411942e-04	4.67703925e-04	6.79330389e-04	4.68425961e-04	1.18416056e-05	5.23897494e-06
0.04486         	3.36742776e-04	4.68760209e-04	6.83922328e-04	4.69251653e-04	1.18506917e-05	5.21945988e-06
0.04488         	3.37870269e-04	4.69875166e-04	6.87979324e-04	4.69290436e-04	1.18543718e-05	5.20330184e-06
0.0449          	3.38817401e-04	4.70510744e-04	6.92933074e-04	4.69388039e-04	1.18460847e-05	5.18847198e-06
0.04492         	3.39644725e-04	4.70860193e-04	6.98348929e-04	4.69311203e-04	1.18268780e-05	5.17501987e-06
0.04494         	3.40612858e-04	4.71681631e-04	7.03775960e-04	4.69731150e-04	1.17993475e-05	5.16271950e-06
0.04496         	3.41503780e-04	4.72457944e-04	7.07807537e-04	4.70197538e-04	1.17616355e-05	5.15323019e-06
0.04498         	3.42365722e-04	4.73273595e-04	7.11292846e-04	4.70742246e-04	1.17188867e-05	5.14538225e-06
0.045           	3.42779159e-04	4.74131323e-04	7.14523158e-04	4.69534983e-04	1.16765042e-05	5.13779010e-06
0.04502         	3.43234831e-04	4.74947897e-04	7.17491814e-04	4.68622386e-04	1.16333397e-05	5.13159960e-06
0.04504         	3.43652693e-04	4.75010235e-04	7.20871588e-04	4.66921011e-04	1.15889019e-05	5.12683388e-06
0.04506         	3.44098127e-04	4.75122429e-04	7.23662609e-04	4.67484399e-04	1.15447843e-05	5.12231696e-06
0.04508         	3.44586639e-04	4.75175231e-04	7.25878000e-04	4.68116251e-04	1.15096709e-05	5.12001815e-06
0.0451          	3.45345441e-04	4.75192669e-04	7.28769559e-04	4.68825485e-04	1.14774193e-05	5.12323846e-06
0.04512         	3.46265461e-04	4.75476215e-04	7.30522339e-04	4.69998440e-04	1.14473277e-05	5.12863665e-06
0.04514         	3.47177885e-04	4.76451059e-04	7.33582473e-04	4.71318008e-04	1.14152848e-05	5.13336131e-06
0.04516         	3.48014380e-04	4.77247335e-04	7.37601615e-04	4.72076499e-04	1.13882487e-05	5.13754301e-06
0.04518         	3.48979866e-04	4.77885519e-04	7.42083205e-04	4.72819978e-04	1.13589853e-05	5.14516598e-06
0.0452          	3.50002281e-04	4.78532760e-04	7.46386965e-04	4.73803022e-04	1.13192073e-05	5.16086895e-06
0.04522         	3.51045674e-04	4.79268563e-04	7.50713886e-04	4.74851987e-04	1.12726755e-05	5.17833322e-06
0.04524         	3.52104621e-04	4.80250855e-04	7.54964983e-04	4.75984555e-04	1.12324587e-05	5.19755499e-06
0.04526         	3.53055523e-04	4.81176464e-04	7.59054320e-04	4.77138670e-04	1.11844601e-05	5.21758022e-06
0.04528         	3.54096098e-04	4.82151314e-04	7.63548453e-04	4.78525972e-04	1.11262331e-05	5.23768169e-06
0.0453          	3.55304830e-04	4.83142721e-04	7.67732506e-04	4.80116070e-04	1.10696244e-05	5.25445134e-06
0.04532         	3.56480056e-04	4.84098619e-04	7.71943679e-04	4.81430065e-04	1.10172082e-05	5.26908283e-06
0.04534         	3.57526006e-04	4.85286697e-04	7.76190308e-04	4.82662969e-04	1.09703621e-05	5.28172270e-06
0.04536         	3.58633226e-04	4.86409253e-04	7.80036265e-04	4.83361738e-04	1.09210949e-05	5.29512186e-06
0.04538         	3.59863838e-04	4.87098110e-04	7.82713628e-04	4.85360155e-04	1.08898372e-05	5.30718413e-06
0.0454          	3.61252870e-04	4.87653263e-04	7.86230678e-04	4.87688633e-04	1.09055840e-05	5.31887052e-06
0.04542         	3.62653338e-04	4.87983407e-04	7.89135577e-04	4.88997589e-04	1.09392516e-05	5.32874641e-06
0.04544         	3.64132900e-04	4.88161380e-04	7.90996528e-04	4.90263473e-04	1.09837939e-05	5.33766896e-06
0.04546         	3.65644430e-04	4.88457238e-04	7.93967793e-04	4.91815379e-04	1.10283186e-05	5.34716400e-06
0.04548         	3.67154626e-04	4.88889671e-04	7.97591227e-04	4.93536854e-04	1.10719444e-05	5.35566800e-06
0.0455          	3.68575332e-04	4.89807757e-04	8.01450747e-04	4.95305349e-04	1.11110827e-05	5.36563540e-06
0.04552         	3.70193430e-04	4.91359218e-04	8.03006629e-04	4.96911081e-04	1.11449681e-05	5.37603413e-06
0.04554         	3.71742881e-04	4.93052733e-04	8.03524064e-04	4.97722514e-04	1.11741678e-05	5.38549931e-06
0.04556         	3.73104634e-04	4.93281789e-04	8.03526399e-04	4.96763411e-04	1.11994730e-05	5.39761411e-06
0.04558         	3.74249485e-04	4.93180436e-04	8.03319048e-04	4.95560595e-04	1.12190657e-05	5.40943209e-06
0.0456          	3.76169115e-04	4.93314436e-04	8.02646531e-04	4.96860963e-04	1.12422307e-05	5.42058644e-06
0.04562         	3.77289986e-04	4.93468292e-04	8.02181541e-04	4.96151728e-04	1.12689074e-05	5.43006404e-06
0.04564         	3.78827312e-04	4.93724815e-04	8.01222960e-04	4.95726537e-04	1.12987656e-05	5.43823142e-06
0.04566         	3.79861734e-04	4.93705704e-04	8.00285323e-04	4.94793277e-04	1.13279265e-05	5.44481317e-06
0.04568         	3.81124307e-04	4.93851550e-04	7.99046783e-04	4.93990634e-04	1.13582975e-05	5.45339178e-06
0.0457          	3.82047481e-04	4.94182670e-04	7.95789967e-04	4.93648891e-04	1.13835037e-05	5.45938098e-06
0.04572         	3.83171727e-04	4.94975404e-04	7.92016269e-04	4.94742301e-04	1.14061912e-05	5.46697561e-06
0.04574         	3.83981727e-04	4.95853483e-04	7.88899464e-04	4.96037917e-04	1.14434526e-05	5.47492132e-06
0.04576         	3.84971100e-04	4.96927274e-04	7.86065546e-04	4.96979612e-04	1.14835766e-05	5.48134222e-06
0.04578         	3.85494221e-04	4.97847948e-04	7.83112926e-04	4.97417630e-04	1.15168599e-05	5.48615978e-06
0.0458          	3.86163811e-04	4.98604842e-04	7.80420620e-04	4.97516204e-04	1.15470154e-05	5.49072774e-06
0.04582         	3.86712387e-04	4.99771746e-04	7.78853336e-04	4.97488677e-04	1.15846119e-05	5.49518305e-06
0.04584         	3.87335205e-04	5.00892194e-04	7.77968206e-04	4.97490929e-04	1.16335280e-05	5.49941666e-06
0.04586         	3.87771201e-04	5.02058314e-04	7.76914249e-04	4.97118219e-04	1.16872619e-05	5.50749758e-06
0.04588         	3.88382162e-04	5.03328763e-04	7.76320126e-04	4.96949476e-04	1.17422007e-05	5.51918866e-06
0.0459          	3.89010480e-04	5.04623984e-04	7.76788951e-04	4.97081958e-04	1.17963029e-05	5.53249702e-06
0.04592         	3.89780452e-04	5.05874389e-04	7.77594780e-04	4.97517068e-04	1.18503958e-05	5.54703220e-06
0.04594         	3.90612833e-04	5.07354304e-04	7.78377049e-04	4.98037243e-04	1.19029039e-05	5.55968387e-06
0.04596         	3.91469831e-04	5.09088295e-04	7.79011063e-04	4.98425425e-04	1.19589794e-05	5.57591760e-06
0.04598         	3.92373932e-04	5.11111256e-04	7.80443770e-04	4.98892363e-04	1.20149420e-05	5.59350278e-06
0.046           	3.93262036e-04	5.13493980e-04	7.82185403e-04	4.99393524e-04	1.20745174e-05	5.61034859e-06
0.04602         	3.94152322e-04	5.15833414e-04	7.84309552e-04	4.99630750e-04	1.21308571e-05	5.62694765e-06
0.04604         	3.95052332e-04	5.18076058e-04	7.87036810e-04	4.99689187e-04	1.21846221e-05	5.64139939e-06
0.04606         	3.96001391e-04	5.20349676e-04	7.90221145e-04	5.00140590e-04	1.22432474e-05	5.65715327e-06
0.04608         	3.96631898e-04	5.22241437e-04	7.93546343e-04	4.99567435e-04	1.23025083e-05	5.67217697e-06
0.0461          	3.97131013e-04	5.24106257e-04	7.96854733e-04	4.98865677e-04	1.23604629e-05	5.68612311e-06
0.04612         	3.97636064e-04	5.25874803e-04	8.00149752e-04	4.98983930e-04	1.24157946e-05	5.70011341e-06
0.04614         	3.98321467e-04	5.27799907e-04	8.02890246e-04	5.01511341e-04	1.24703860e-05	5.71713290e-06
0.04616         	3.98957368e-04	5.29725361e-04	8.05895654e-04	5.04110479e-04	1.25226341e-05	5.73273008e-06
0.04618         	3.99379345e-04	5.31022826e-04	8.08719252e-04	5.05179756e-04	1.25697757e-05	5.74878614e-06
0.0462          	3.99938685e-04	5.31837850e-04	8.13106462e-04	5.05484241e-04	1.26123520e-05	5.76438362e-06
0.04622         	4.00692885e-04	5.32904483e-04	8.16956108e-04	5.05873937e-04	1.26532255e-05	5.77950814e-06
0.04624         	4.01555190e-04	5.34092410e-04	8.20601771e-04	5.06248121e-04	1.26946879e-05	5.79401783e-06
0.04626         	4.02497009e-04	5.35453461e-04	8.23994191e-04	5.06747765e-04	1.27365244e-05	5.80604571e-06
0.04628         	4.03373207e-04	5.36685078e-04	8.27357691e-04	5.08033078e-04	1.27742678e-05	5.81653453e-06
0.0463          	4.04265357e-04	5.37972359e-04	8.30814882e-04	5.09177051e-04	1.28127310e-05	5.82790422e-06
0.04632         	4.05333694e-04	5.39909659e-04	8.34006446e-04	5.10260101e-04	1.28542658e-05	5.83891589e-06
0.04634         	4.06423980e-04	5.42158701e-04	8.36784998e-04	5.11716785e-04	1.28998279e-05	5.84845570e-06
0.04636         	4.07586862e-04	5.43768348e-04	8.40122715e-04	5.12796494e-04	1.29568709e-05	5.85735382e-06
0.04638         	4.08844082e-04	5.45043283e-04	8.42919076e-04	5.14275671e-04	1.30092470e-05	5.86663381e-06
0.0464          	4.10220371e-04	5.46401019e-04	8.45203486e-04	5.16047179e-04	1.30610918e-05	5.87309760e-06
0.04642         	4.11704719e-04	5.47857157e-04	8.47702288e-04	5.17594926e-04	1.31199317e-05	5.88286891e-06
0.04644         	4.13131512e-04	5.49025579e-04	8.50543929e-04	5.18787321e-04	1.31909576e-05	5.89675038e-06
0.04646         	4.14522232e-04	5.50261310e-04	8.53243443e-04	5.19468442e-04	1.32657283e-05	5.91137539e-06
0.04648         	4.15984046e-04	5.51571185e-04	8.56087090e-04	5.19291061e-04	1.33395987e-05	5.92464289e-06
0.0465          	4.17329115e-04	5.52727532e-04	8.58663085e-04	5.19672267e-04	1.34145175e-05	5.93359149e-06
0.04652         	4.18617873e-04	5.53815504e-04	8.60835838e-04	5.21088637e-04	1.34886096e-05	5.94364823e-06
0.04654         	4.19883602e-04	5.55149582e-04	8.62973865e-04	5.22598630e-04	1.35623216e-05	5.95413372e-06
0.04656         	4.21173003e-04	5.56671615e-04	8.65667226e-04	5.23409588e-04	1.36414696e-05	5.96453698e-06
0.04658         	4.22496283e-04	5.58359371e-04	8.68355412e-04	5.23937096e-04	1.37234221e-05	5.97625629e-06
0.0466          	4.23809016e-04	5.60152245e-04	8.70461474e-04	5.25110828e-04	1.38102204e-05	5.98718287e-06
0.04662         	4.25325687e-04	5.62041869e-04	8.73131303e-04	5.26884605e-04	1.39050144e-05	5.99769976e-06
0.04664         	4.26982113e-04	5.63966147e-04	8.75937833e-04	5.28868517e-04	1.40045083e-05	6.00830939e-06
0.04666         	4.28648997e-04	5.65646409e-04	8.78783763e-04	5.30859247e-04	1.41073903e-05	6.01964148e-06
0.04668         	4.30176250e-04	5.66729359e-04	8.81093594e-04	5.32697214e-04	1.42181782e-05	6.03141869e-06
0.0467          	4.31725411e-04	5.67983748e-04	8.83869560e-04	5.34263403e-04	1.43338131e-05	6.04116077e-06
0.04672         	4.33279260e-04	5.69381940e-04	8.87498593e-04	5.35562710e-04	1.44529567e-05	6.05277526e-06
0.04674         	4.34837532e-04	5.70993817e-04	8.90452339e-04	5.36783828e-04	1.45756844e-05	6.06599790e-06
0.04676         	4.36497509e-04	5.72798496e-04	8.91998204e-04	5.38271561e-04	1.47033368e-05	6.07851898e-06
0.04678         	4.38059685e-04	5.74855941e-04	8.93061875e-04	5.39867941e-04	1.48438514e-05	6.09738292e-06
0.0468          	4.39860004e-04	5.76957687e-04	8.94629079e-04	5.42268839e-04	1.49953588e-05	6.12281330e-06
0.04682         	4.41688742e-04	5.78474242e-04	8.96761860e-04	5.43371323e-04	1.51536052e-05	6.15856479e-06
0.04684         	4.43124318e-04	5.78269197e-04	8.99125251e-04	5.43108709e-04	1.53185905e-05	6.19236524e-06
0.04686         	4.44516871e-04	5.76982085e-04	9.01828963e-04	5.43574159e-04	1.54912217e-05	6.22143252e-06
0.04688         	4.45858336e-04	5.76166908e-04	9.05276938e-04	5.44057348e-04	1.56694059e-05	6.25441941e-06
0.0469          	4.47443183e-04	5.75898039e-04	9.08732400e-04	5.44864712e-04	1.58547107e-05	6.28979932e-06
0.04692         	4.48662210e-04	5.76190728e-04	9.12434442e-04	5.44868556e-04	1.60486371e-05	6.32728312e-06
0.04694         	4.49418314e-04	5.76683025e-04	9.16421171e-04	5.42682602e-04	1.62460412e-05	6.36560434e-06
0.04696         	4.50076063e-04	5.77423285e-04	9.19301376e-04	5.40649576e-04	1.64500976e-05	6.41459331e-06
0.04698         	4.50723813e-04	5.78024064e-04	9.22484150e-04	5.38741115e-04	1.66702939e-05	6.46781839e-06
0.047           	4.51327612e-04	5.78700527e-04	9.24971978e-04	5.37569580e-04	1.68972643e-05	6.52028793e-06
0.04702         	4.52002438e-04	5.79631273e-04	9.26829457e-04	5.36565399e-04	1.71178872e-05	6.56683838e-06
0.04704         	4.52648670e-04	5.80811282e-04	9.29058177e-04	5.35676628e-04	1.73315514e-05	6.61102063e-06
0.04706         	4.53080150e-04	5.82379995e-04	9.31390419e-04	5.34127618e-04	1.75514627e-05	6.65126053e-06
0.04708         	4.53421232e-04	5.84015165e-04	9.33631659e-04	5.33077124e-04	1.77620142e-05	6.69548537e-06
0.0471          	4.53685684e-04	5.85834278e-04	9.36103812e-04	5.33961162e-04	1.79851707e-05	6.73867305e-06
0.04712         	4.54503612e-04	5.87711761e-04	9.38469824e-04	5.34435227e-04	1.82441124e-05	6.78213298e-06
0.04714         	4.55470821e-04	5.89497606e-04	9.39044261e-04	5.34832105e-04	1.85184359e-05	6.84245470e-06
0.04716         	4.56615632e-04	5.91290530e-04	9.39610245e-04	5.35760879e-04	1.89866392e-05	6.94988603e-06
0.04718         	4.57809818e-04	5.93179825e-04	9.39384108e-04	5.37847474e-04	1.94469933e-05	7.04875099e-06
0.0472          	4.58989483e-04	5.95043221e-04	9.38883480e-04	5.39419830e-04	1.98817153e-05	7.13887634e-06
0.04722         	4.59901477e-04	5.96170114e-04	9.38605972e-04	5.38917255e-04	2.02982919e-05	7.21716720e-06
0.04724         	4.60863613e-04	5.97255930e-04	9.38973262e-04	5.37829772e-04	2.06912915e-05	7.28597248e-06
0.04726         	4.61913723e-04	5.98250893e-04	9.38467906e-04	5.36599035e-04	2.10807275e-05	7.36900815e-06
0.04728         	4.63056139e-04	5.99229215e-04	9.37541787e-04	5.35628652e-04	2.14464692e-05	7.46997954e-06
0.0473          	4.64312486e-04	5.99935121e-04	9.36981820e-04	5.34839286e-04	2.18032717e-05	7.61872881e-06
0.04732         	4.65989585e-04	6.00343014e-04	9.37319344e-04	5.34707007e-04	2.22462836e-05	7.82829139e-06
0.04734         	4.67491318e-04	6.00050367e-04	9.38666274e-04	5.34113473e-04	2.31283434e-05	8.04538693e-06
0.04736         	4.69045055e-04	6.00051766e-04	9.40567044e-04	5.33672718e-04	2.40712084e-05	8.25309068e-06
0.04738         	4.70650321e-04	6.00097590e-04	9.43391100e-04	5.33216017e-04	2.48934052e-05	8.41666086e-06
0.0474          	4.72183007e-04	6.00429547e-04	9.47906603e-04	5.32566857e-04	2.54482483e-05	8.49731565e-06
0.04742         	4.73637611e-04	6.01044879e-04	9.52328190e-04	5.31825421e-04	2.59474799e-05	8.59252843e-06
0.04744         	4.75617964e-04	6.02080693e-04	9.57359197e-04	5.33722475e-04	2.63333552e-05	8.66167736e-06
0.04746         	4.76942182e-04	6.03051873e-04	9.63620995e-04	5.33105104e-04	2.68831929e-05	8.77625240e-06
0.04748         	4.78413313e-04	6.04099196e-04	9.69159607e-04	5.32214651e-04	2.72743098e-05	8.86245462e-06
0.0475          	4.80027925e-04	6.05127624e-04	9.74153227e-04	5.31460552e-04	2.74911587e-05	8.91151651e-06
0.04752         	4.81554777e-04	6.06193074e-04	9.79189106e-04	5.30974213e-04	2.75630671e-05	9.00700347e-06
0.04754         	4.83069610e-04	6.07502104e-04	9.84810218e-04	5.30975230e-04	2.75136643e-05	9.10018774e-06
0.04756         	4.84498866e-04	6.08927150e-04	9.89854629e-04	5.31159984e-04	2.74548144e-05	9.20681374e-06
0.04758         	4.85893888e-04	6.10258743e-04	9.94008676e-04	5.31366373e-04	2.76139760e-05	9.40458534e-06
0.0476          	4.87331803e-04	6.11469077e-04	9.98640855e-04	5.31842188e-04	2.83044704e-05	9.59219765e-06
0.04762         	4.88698056e-04	6.12623052e-04	1.00393646e-03	5.32044325e-04	2.91003908e-05	9.75041900e-06
0.04764         	4.89947603e-04	6.13606266e-04	1.00812448e-03	5.32372334e-04	2.99108187e-05	9.88597319e-06
0.04766         	4.91144664e-04	6.14115873e-04	1.01252115e-03	5.32897053e-04	3.06513038e-05	1.00081800e-05
0.04768         	4.92367938e-04	6.14453804e-04	1.01732422e-03	5.33473991e-04	3.12621903e-05	1.01053527e-05
0.0477          	4.93513175e-04	6.14838894e-04	1.02146703e-03	5.33264360e-04	3.17647135e-05	1.02121703e-05
0.04772         	4.94496927e-04	6.14547268e-04	1.02557621e-03	5.32784338e-04	3.22366466e-05	1.03355946e-05
0.04774         	4.95549186e-04	6.14504499e-04	1.02972286e-03	5.32288247e-04	3.28176198e-05	1.05126850e-05
0.04776         	4.96599421e-04	6.14621565e-04	1.03383733e-03	5.31915245e-04	3.32977723e-05	1.07646087e-05
0.04778         	4.97617037e-04	6.14994883e-04	1.03706953e-03	5.31285481e-04	3.36478442e-05	1.09977417e-05
0.0478          	4.98595190e-04	6.15637674e-04	1.03983903e-03	5.30429415e-04	3.45644854e-05	1.11959088e-05
0.04782         	4.99528262e-04	6.16512706e-04	1.04253610e-03	5.29317761e-04	3.55833367e-05	1.13627817e-05
0.04784         	5.00401906e-04	6.17409442e-04	1.04599183e-03	5.28823958e-04	3.66631066e-05	1.15298645e-05
0.04786         	5.01291254e-04	6.18610277e-04	1.04965285e-03	5.28478047e-04	3.77368885e-05	1.16647290e-05
0.04788         	5.02299778e-04	6.19861507e-04	1.05323477e-03	5.28533864e-04	3.86933774e-05	1.17624707e-05
0.0479          	5.03354935e-04	6.21001003e-04	1.05721971e-03	5.28540973e-04	3.96169137e-05	1.18608649e-05
0.04792         	5.04396742e-04	6.22341041e-04	1.06099754e-03	5.28286526e-04	4.09658010e-05	1.20147088e-05
0.04794         	5.05382552e-04	6.23739470e-04	1.06404848e-03	5.28140508e-04	4.21445578e-05	1.21393152e-05
0.04796         	5.06374681e-04	6.25045546e-04	1.06732316e-03	5.28017190e-04	4.30121935e-05	1.22473684e-05
0.04798         	5.07247117e-04	6.26316381e-04	1.07101112e-03	5.27766287e-04	4.33790317e-05	1.23494918e-05
0.048           	5.08050962e-04	6.27541355e-04	1.07351407e-03	5.27383521e-04	4.40249735e-05	1.24880183e-05
0.04802         	5.09033246e-04	6.28798801e-04	1.07575219e-03	5.27523080e-04	4.53166494e-05	1.25905232e-05
0.04804         	5.10103702e-04	6.29975165e-04	1.07792017e-03	5.27746529e-04	4.68706123e-05	1.27875716e-05
0.04806         	5.11170893e-04	6.31509337e-04	1.07852457e-03	5.28016971e-04	4.84876278e-05	1.29991489e-05
0.04808         	5.12219926e-04	6.33338826e-04	1.07907272e-03	5.28368759e-04	4.98404601e-05	1.31633050e-05
0.0481          	5.13294150e-04	6.35090502e-04	1.07962359e-03	5.29165182e-04	5.00988119e-05	1.32411392e-05
0.04812         	5.14282134e-04	6.36717274e-04	1.08262163e-03	5.29976756e-04	5.05051241e-05	1.32588522e-05
0.04814         	5.15336721e-04	6.38416518e-04	1.08555938e-03	5.30795360e-04	5.09865796e-05	1.33066800e-05
0.04816         	5.16360189e-04	6.40477614e-04	1.08824972e-03	5.31803171e-04	5.11263480e-05	1.33578882e-05
0.04818         	5.17539526e-04	6.42576094e-04	1.09077645e-03	5.32829670e-04	5.10433394e-05	1.34487662e-05
0.0482          	5.18818926e-04	6.45025167e-04	1.09303505e-03	5.34203080e-04	5.07470656e-05	1.35504415e-05
0.04822         	5.20189686e-04	6.47670562e-04	1.09484122e-03	5.36252460e-04	5.05321787e-05	1.36347776e-05
0.04824         	5.21622126e-04	6.50151469e-04	1.09465374e-03	5.38202456e-04	5.03462685e-05	1.38006849e-05
0.04826         	5.22905188e-04	6.51761791e-04	1.09393062e-03	5.39826188e-04	5.04808019e-05	1.39495823e-05
0.04828         	5.24130268e-04	6.53126133e-04	1.09366865e-03	5.41420517e-04	5.07621159e-05	1.40346628e-05
0.0483          	5.25390892e-04	6.54488464e-04	1.09445290e-03	5.43211921e-04	5.12092822e-05	1.40863584e-05
0.04832         	5.26487667e-04	6.56055970e-04	1.09542393e-03	5.43990128e-04	5.16209688e-05	1.41323283e-05
0.04834         	5.27621743e-04	6.57454669e-04	1.09687892e-03	5.44804821e-04	5.17588998e-05	1.41066158e-05
0.04836         	5.28789001e-04	6.58821709e-04	1.09795382e-03	5.46029912e-04	5.16003966e-05	1.39892263e-05
0.04838         	5.29931801e-04	6.60072249e-04	1.09798704e-03	5.47416362e-04	5.11547259e-05	1.38630467e-05
0.0484          	5.31122333e-04	6.61319274e-04	1.09892077e-03	5.48886344e-04	5.04454340e-05	1.37183572e-05
0.04842         	5.32343040e-04	6.63026132e-04	1.10148511e-03	5.50463757e-04	4.95621753e-05	1.36090364e-05
0.04844         	5.33535467e-04	6.64786296e-04	1.10460124e-03	5.51715496e-04	4.86990401e-05	1.35191466e-05
0.04846         	5.34641047e-04	6.66691073e-04	1.10676870e-03	5.53123101e-04	4.80484305e-05	1.34281443e-05
0.04848         	5.35628914e-04	6.68768298e-04	1.10886955e-03	5.54479295e-04	4.75792002e-05	1.34065937e-05
0.0485          	5.36670144e-04	6.70881963e-04	1.11102494e-03	5.55917882e-04	4.76932260e-05	1.33663728e-05
0.04852         	5.37947854e-04	6.73053421e-04	1.11229530e-03	5.57232965e-04	4.77920340e-05	1.33321858e-05
0.04854         	5.39255424e-04	6.75237042e-04	1.11368798e-03	5.58696843e-04	4.77295418e-05	1.32874236e-05
0.04856         	5.40585315e-04	6.77503810e-04	1.11559662e-03	5.60821996e-04	4.76094020e-05	1.32147270e-05
0.04858         	5.41945583e-04	6.79708488e-04	1.11793127e-03	5.63057032e-04	4.75120416e-05	1.31140828e-05
0.0486          	5.43430599e-04	6.82194546e-04	1.11895381e-03	5.65553047e-04	4.72680071e-05	1.30325687e-05
0.04862         	5.44934656e-04	6.85023579e-04	1.11983200e-03	5.68498923e-04	4.69085644e-05	1.30031647e-05
0.04864         	5.46515050e-04	6.87834299e-04	1.12121961e-03	5.71628002e-04	4.63944924e-05	1.29608129e-05
0.04866         	5.48132543e-04	6.90853786e-04	1.12256236e-03	5.74797832e-04	4.57907153e-05	1.29626922e-05
0.04868         	5.49560829e-04	6.93247181e-04	1.12392740e-03	5.77769323e-04	4.50204126e-05	1.29619429e-05
0.0487          	5.50940937e-04	6.94909412e-04	1.12563012e-03	5.79906905e-04	4.42736089e-05	1.29188338e-05
0.04872         	5.52443498e-04	6.96429613e-04	1.12771692e-03	5.82286260e-04	4.38749239e-05	1.28807938e-05
0.04874         	5.54087503e-04	6.97941858e-04	1.13006222e-03	5.84868604e-04	4.37909313e-05	1.28786333e-05
0.04876         	5.55827915e-04	6.99357960e-04	1.13299424e-03	5.88429756e-04	4.40893070e-05	1.28476383e-05
0.04878         	5.57634257e-04	7.00739202e-04	1.13652769e-03	5.92004777e-04	4.44082759e-05	1.28153011e-05
0.0488          	5.59430449e-04	7.02098344e-04	1.13922885e-03	5.95488254e-04	4.45807317e-05	1.27602505e-05
0.04882         	5.61333115e-04	7.03436973e-04	1.14183118e-03	5.99115556e-04	4.46889893e-05	1.26721190e-05
0.04884         	5.63561739e-04	7.04891941e-04	1.14480554e-03	6.02358260e-04	4.46855779e-05	1.25587844e-05
0.04886         	5.65531009e-04	7.06276872e-04	1.14903253e-03	6.05868264e-04	4.45698917e-05	1.24637984e-05
0.04888         	5.67378693e-04	7.07876947e-04	1.15321140e-03	6.09935725e-04	4.43039596e-05	1.23804845e-05
0.0489          	5.69504629e-04	7.09511849e-04	1.15738859e-03	6.15811262e-04	4.38879329e-05	1.23256887e-05
0.04892         	5.71085757e-04	7.11166234e-04	1.16164664e-03	6.18861789e-04	4.33328071e-05	1.22853360e-05
0.04894         	5.71983876e-04	7.12565414e-04	1.16641904e-03	6.19573901e-04	4.27146127e-05	1.22443176e-05
0.04896         	5.72821193e-04	7.13900143e-04	1.17060020e-03	6.19118835e-04	4.21378931e-05	1.21763120e-05
0.04898         	5.73699851e-04	7.15240676e-04	1.17486391e-03	6.18620835e-04	4.16533507e-05	1.21389512e-05
0.049           	5.74769252e-04	7.16681705e-04	1.17926476e-03	6.18324185e-04	4.14533713e-05	1.21061288e-05
0.04902         	5.75912844e-04	7.18136728e-04	1.18317429e-03	6.17366246e-04	4.16593790e-05	1.20677995e-05
0.04904         	5.77031803e-04	7.19517809e-04	1.18588707e-03	6.16172191e-04	4.18822846e-05	1.20232793e-05
