Normals:0,Normals:1,Normals:2,T,U:0,U:1,U:2,drag,lift,p,rho,Area,Cell Type,Cell ID
-1.86048e-10,0,4.71628e-18,128.468,0,0,0,1808.95,0.0143208,31558.2,0.34259,0.407892,1,0
